Cycles,Time,CPU Frequency,GFLOPS, CPE
119334420.000000, 47810100.0000000000, 2496008583.960293, 0.701827, 3.5564428568
118994600.000000, 47673900.0000000000, 2496011444.417176, 0.703832, 3.5463154316
116790876.000000, 46791000.0000000000, 2496011540.680900, 0.717113, 3.4806393385
118141553.000000, 47332100.0000000075, 2496013339.784205, 0.708915, 3.5208926499
118562385.000000, 47500700.0000000000, 2496013427.170547, 0.706399, 3.5334344208
125659391.000000, 50344100.0000000000, 2496010277.271815, 0.666502, 3.7449416816
133739333.000000, 53581200.0000000075, 2496012276.694064, 0.626235, 3.9857427180
142285396.000000, 57005100.0000000075, 2496011690.182106, 0.588622, 4.2404352427
141447903.000000, 56669600.0000000000, 2496010259.468922, 0.592106, 4.2154760063
121187458.000000, 48552500.0000000000, 2496008609.237423, 0.691096, 3.6116676927
114930923.000000, 46045799.9999999925, 2496013165.152956, 0.728719, 3.4252084196
121916376.000000, 48844500.0000000000, 2496010318.459601, 0.686964, 3.6333911419
132918834.000000, 53252500.0000000000, 2496011154.405896, 0.630101, 3.9612899423
117023376.000000, 46884200.0000000000, 2496008804.671937, 0.715687, 3.4875683784
118712711.000000, 47560900.0000000000, 2496014814.690218, 0.705505, 3.5379144847
120207465.000000, 48159900.0000000000, 2496007362.972099, 0.696730, 3.5824616253
137629981.000000, 55139900.0000000075, 2496014338.074606, 0.608533, 4.1016930640
141551372.000000, 56711100.0000000000, 2496008224.139542, 0.591673, 4.2185596228
142762515.000000, 57196300.0000000075, 2496009619.503359, 0.586654, 4.2546544969
141551516.000000, 56711100.0000000075, 2496010763.324993, 0.591673, 4.2185639143
