Cycles,Time,CPU Frequency,GFLOPS, CPE
5935605.000000, 2378000.0000000000, 2496049201.009252, 0.881897, 2.8303170204
6283359.000000, 2517300.0000000000, 2496070790.132285, 0.833096, 2.9961390495
5887397.000000, 2358700.0000000000, 2496034680.120405, 0.889113, 2.8073296547
7459341.000000, 2988500.0000000000, 2496015057.721265, 0.701741, 3.5568909645
6559264.000000, 2627900.0000000000, 2496009741.618783, 0.798033, 3.1277008057
6994951.000000, 2802500.0000000000, 2495968242.640500, 0.748315, 3.3354525566
6185944.000000, 2478400.0000000000, 2495942543.576501, 0.846172, 2.9496879578
6404966.000000, 2566100.0000000000, 2495992361.950041, 0.817253, 3.0541257858
8323323.000000, 3334700.0000000000, 2495973550.844154, 0.628888, 3.9688696861
6139776.000000, 2459800.0000000000, 2496046833.075860, 0.852570, 2.9276733398
6124147.000000, 2453500.0000000000, 2496085999.592419, 0.854759, 2.9202208519
6400920.000000, 2564499.9999999995, 2495971924.351726, 0.817763, 3.0521965027
5820590.000000, 2331900.0000000005, 2496071872.721815, 0.899332, 2.7754735947
5953401.000000, 2385200.0000000005, 2495975599.530437, 0.879235, 2.8388028145
7692035.000000, 3081700.0000000000, 2496036278.677353, 0.680518, 3.6678481102
6891560.000000, 2761100.0000000000, 2495947267.393430, 0.759535, 3.2861518860
6303761.000000, 2525500.0000000000, 2496044743.615126, 0.830391, 3.0058674812
6873165.000000, 2753700.0000000000, 2495974507.026909, 0.761576, 3.2773804665
5729929.000000, 2295600.0000000000, 2496048527.618052, 0.913553, 2.7322430611
6078148.000000, 2435200.0000000000, 2495954336.399474, 0.861183, 2.8982868195
