Cycles,Time,CPU Frequency,GFLOPS, CPE
81282297.000000, 32564900.0000000037, 2496009415.045033, 1.030386, 2.4224012196
81946075.000000, 32830800.0000000000, 2496012128.854612, 1.022041, 2.4421833456
85313598.000000, 34180000.0000000000, 2496009303.686366, 0.981698, 2.5425433517
84338371.000000, 33789300.0000000075, 2496008233.375654, 0.993049, 2.5134793222
77328286.000000, 30980799.9999999963, 2496006752.569334, 1.083072, 2.3045625091
78729710.000000, 31542300.0000000000, 2496004096.086842, 1.063792, 2.3463281989
78504991.000000, 31452200.0000000000, 2496009531.924635, 1.066839, 2.3396310508
81325587.000000, 32582200.0000000000, 2496012761.569201, 1.029839, 2.4236913621
77266075.000000, 30955900.0000000037, 2496004800.377311, 1.083943, 2.3027084768
77965581.000000, 31236000.0000000000, 2496016807.529773, 1.074223, 2.3235553801
79045080.000000, 31668599.9999999963, 2496008033.193763, 1.059549, 2.3557269573
79527300.000000, 31861700.0000000000, 2496015592.388353, 1.053127, 2.3700982332
79775271.000000, 31961100.0000000000, 2496011432.647812, 1.049852, 2.3774883449
77523629.000000, 31059000.0000000037, 2496011751.827168, 1.080345, 2.3103841841
76949691.000000, 30829100.0000000000, 2496008349.254438, 1.088401, 2.2932794988
82879379.000000, 33204700.0000000000, 2496013486.042639, 1.010533, 2.4699979722
78155148.000000, 31312100.0000000037, 2496004675.508829, 1.071612, 2.3292049170
76730482.000000, 30741200.0000000000, 2496014534.240693, 1.091513, 2.2867465615
81165366.000000, 32518400.0000000000, 2495982766.679787, 1.031860, 2.4189164042
77334352.000000, 30983300.0000000000, 2496001136.095897, 1.082984, 2.3047432899
