Cycles,Time,CPU Frequency,GFLOPS, CPE
89095771.000000, 35695300.0000000000, 2496008466.100579, 0.940024, 2.6552608907
86934480.000000, 34829400.0000000075, 2496008544.505504, 0.963394, 2.5908493996
89565331.000000, 35883400.0000000000, 2496010160.687114, 0.935096, 2.6692548692
81681783.000000, 32724900.0000000000, 2496013219.291732, 1.025349, 2.4343068302
109984121.000000, 44064000.0000000075, 2496008555.737110, 0.761493, 3.2777822316
101571624.000000, 40693600.0000000000, 2496009790.237285, 0.824563, 3.0270702839
91404767.000000, 36620400.0000000000, 2496006788.565936, 0.916277, 2.7240743339
84760611.000000, 33958399.9999999925, 2496013092.489635, 0.988104, 2.5260630548
105694766.000000, 42345500.0000000000, 2496009398.873552, 0.792397, 3.1499494910
90773028.000000, 36367300.0000000000, 2496006797.315171, 0.922654, 2.7052470446
87104729.000000, 34897600.0000000000, 2496009152.491862, 0.961511, 2.5959232152
87426215.000000, 35026400.0000000000, 2496009153.095951, 0.957975, 2.6055042446
81847968.000000, 32791500.0000000037, 2496011710.351768, 1.023266, 2.4392595291
81799963.000000, 32772299.9999999963, 2496009221.202052, 1.023866, 2.4378288686
86045294.000000, 34473100.0000000000, 2496012659.145827, 0.973351, 2.5643495917
88346157.000000, 35394900.0000000000, 2496013747.743319, 0.948002, 2.6329206526
82872285.000000, 33201900.0000000000, 2496010318.686581, 1.010618, 2.4697865546
83767502.000000, 33560600.0000000000, 2496007282.348945, 0.999816, 2.4964661002
90261413.000000, 36162200.0000000000, 2496015535.559230, 0.927887, 2.6899997294
84834773.000000, 33988100.0000000000, 2496013987.248478, 0.987241, 2.5282732546
