Cycle Count,Elpased Time(s),GFLOPS
1499159263,0.600622,3.57543e+09
1513970067,0.606556,3.54046e+09
1493987597,0.59855,3.58781e+09
1464441564,0.586712,3.6602e+09
1535577612,0.615212,3.49064e+09
1534063778,0.614606,3.49408e+09
1478872456,0.592494,3.62448e+09
1394337927,0.558626,3.84422e+09
1486449031,0.59553,3.60601e+09
1497832371,0.60009,3.5786e+09
