Cycle Count,Elpased Time(s),GFLOPS
97011787,0.0388668,5.52524e+10
113696885,0.0455514,4.71442e+10
107013964,0.042874,5.00883e+10
104193887,0.0417441,5.1444e+10
115737659,0.046369,4.63129e+10
92651175,0.0371196,5.78531e+10
113599718,0.0455124,4.71846e+10
114081932,0.0457056,4.69851e+10
100435024,0.0402382,5.33693e+10
104395425,0.0418249,5.13446e+10
