Cycle Count,Elpased Time(s),GFLOPS
40536377,0.0162405,1.3223e+11
45970433,0.0184176,1.166e+11
51637861,0.0206882,1.03802e+11
37196835,0.0149025,1.44102e+11
39367298,0.0157721,1.36157e+11
35790143,0.0143389,1.49766e+11
61792612,0.0247566,8.67439e+10
52401764,0.0209942,1.02289e+11
37019329,0.0148313,1.44794e+11
37759205,0.0151278,1.41956e+11
