Cycle Count,Elpased Time(s),GFLOPS
112648376,0.0451314,4.75829e+10
100847920,0.0404036,5.31508e+10
112247511,0.0449707,4.7753e+10
116986770,0.0468695,4.58184e+10
108497509,0.0434684,4.94033e+10
110289574,0.0441863,4.86007e+10
114893717,0.0460309,4.66531e+10
109034266,0.0436833,4.91603e+10
109507887,0.0438732,4.89475e+10
106345149,0.042606,5.04033e+10
