Cycle Count,Elpased Time(s),GFLOPS
1368455245,0.548257,3.91693e+09
1570411013,0.629168,3.41321e+09
1431930132,0.573687,3.7433e+09
1463692704,0.586412,3.66207e+09
1428300027,0.572233,3.75281e+09
1448530699,0.580338,3.7004e+09
1530290491,0.613094,3.5027e+09
1496787916,0.599672,3.5811e+09
1465542741,0.587154,3.65745e+09
1482819013,0.594075,3.61483e+09
