Cycle Count,Elpased Time(s),GFLOPS
80167755,0.0321183,6.68617e+10
79447065,0.0318296,6.74681e+10
68347931,0.0273828,7.84245e+10
99590678,0.0398999,5.38218e+10
83043167,0.0332704,6.45464e+10
103484119,0.0414598,5.17968e+10
61076837,0.0244698,8.77606e+10
66740126,0.0267387,8.03137e+10
68115317,0.0272896,7.86924e+10
86072745,0.0344841,6.22746e+10
