Cycle Count,Elpased Time(s),GFLOPS
735978274,0.294862,7.28302e+09
710487485,0.284649,7.54432e+09
752513162,0.301486,7.12299e+09
686817026,0.275166,7.80433e+09
799937360,0.320486,6.70071e+09
779988738,0.312494,6.87208e+09
728769503,0.291973,7.35506e+09
770360478,0.308636,6.95797e+09
744226812,0.298166,7.2023e+09
742330580,0.297407,7.2207e+09
