Cycle Count,Elpased Time(s),GFLOPS
5209407752,2.08709,1.02894e+09
4416247317,1.76932,1.21373e+09
3865934761,1.54884,1.38651e+09
3983558615,1.59597,1.34557e+09
3716317331,1.4889,1.44233e+09
3742007864,1.49919,1.43243e+09
3700884535,1.48272,1.44834e+09
4107800090,1.64575,1.30487e+09
3692403958,1.47932,1.45167e+09
3720010913,1.49038,1.4409e+09
