Cycle Count,Elpased Time(s),GFLOPS
3580550455,1.43451,1.49702e+09
3535957177,1.41664,1.5159e+09
3487628102,1.39728,1.5369e+09
3573623546,1.43173,1.49992e+09
3558502434,1.42567,1.50629e+09
3524278525,1.41196,1.52092e+09
3554461369,1.42406,1.50801e+09
3523737025,1.41175,1.52115e+09
4025031707,1.61258,1.3317e+09
4639712812,1.85885,1.15528e+09
