Cycle Count,Elpased Time(s),GFLOPS
245890968,0.0985136,2.17989e+10
246941634,0.0989345,2.17061e+10
244039985,0.0977719,2.19642e+10
253334742,0.101496,2.11584e+10
246892577,0.0989148,2.17104e+10
255114080,0.102209,2.10108e+10
244085192,0.09779,2.19602e+10
250138488,0.100215,2.14287e+10
246124566,0.0986071,2.17782e+10
245440516,0.0983331,2.18389e+10
