Cycle Count,Elpased Time(s),GFLOPS
249752550,0.100061,2.14618e+10
238076142,0.0953826,2.25144e+10
260220146,0.104254,2.05985e+10
301745287,0.120891,1.77638e+10
299449142,0.119971,1.79e+10
291945787,0.116965,1.83601e+10
255286813,0.102278,2.09966e+10
277860064,0.111322,1.92908e+10
246401563,0.098718,2.17537e+10
264872210,0.106118,2.02367e+10
