Cycles,Time,CPU Frequency,GFLOPS, CPE
10710186.000000, 4290900.0000000009, 2496023211.913584, 0.488744, 5.1070146561
7330586.000000, 2936900.0000000000, 2496028465.388675, 0.714070, 3.4954957962
13044744.000000, 5226299.9999999991, 2495980712.932668, 0.401269, 6.2202186584
6711092.000000, 2688700.0000000000, 2496036002.529103, 0.779987, 3.2000980377
7310043.000000, 2928700.0000000000, 2496002663.297709, 0.716069, 3.4857001305
8414171.000000, 3371099.9999999995, 2495971937.943105, 0.622097, 4.0121893883
6413617.000000, 2569600.0000000000, 2495959293.275218, 0.816139, 3.0582509041
6344522.000000, 2541900.0000000000, 2495976238.246981, 0.825033, 3.0253038406
5909170.000000, 2367500.0000000000, 2495953537.486801, 0.885809, 2.8177118301
5913298.000000, 2369100.0000000000, 2496010299.269765, 0.885210, 2.8196802139
9466307.000000, 3792599.9999999995, 2495994041.027264, 0.552959, 4.5138869286
6011535.000000, 2408500.0000000000, 2495966369.109404, 0.870729, 2.8665232658
6897695.000000, 2763500.0000000000, 2495999638.140040, 0.758875, 3.2890772820
6223884.000000, 2493500.0000000005, 2496043312.612793, 0.841048, 2.9677791595
6902230.000000, 2765300.0000000005, 2496014898.925975, 0.758381, 3.2912397385
5578063.000000, 2234800.0000000000, 2496000984.428137, 0.938407, 2.6598277092
9720218.000000, 3894600.0000000000, 2495819339.598418, 0.538477, 4.6349611282
6673389.000000, 2673700.0000000000, 2495937838.949770, 0.784363, 3.1821198463
5819216.000000, 2331400.0000000000, 2496017843.355924, 0.899525, 2.7748184204
6323076.000000, 2533299.9999999995, 2495983894.524928, 0.827834, 3.0150775909
