Cycles,Time,CPU Frequency,GFLOPS, CPE
45305063.000000, 18151000.0000000000, 2496009200.595008, 0.115539, 21.6031374931
46148666.000000, 18489100.0000000037, 2495993098.636494, 0.113426, 22.0053987503
44438690.000000, 17803800.0000000000, 2496022759.186241, 0.117792, 21.1900186539
48012362.000000, 19235700.0000000037, 2496002848.869550, 0.109024, 22.8940782547
45838023.000000, 18364499.9999999963, 2496012578.616353, 0.114196, 21.8572726250
45550621.000000, 18249400.0000000000, 2496006498.843798, 0.114916, 21.7202286720
44041937.000000, 17644900.0000000000, 2496015109.181690, 0.118853, 21.0008320808
49897378.000000, 19990899.9999999963, 2496004582.084849, 0.104905, 23.7929239273
46935586.000000, 18804200.0000000037, 2496016102.785548, 0.111526, 22.3806314468
51498430.000000, 20632299.9999999963, 2496010139.441556, 0.101644, 24.5563650131
46240439.000000, 18525699.9999999963, 2496015751.091727, 0.113202, 22.0491595268
48610806.000000, 19475500.0000000000, 2495997843.444327, 0.107682, 23.1794385910
45547907.000000, 18248300.0000000000, 2496008230.903701, 0.114923, 21.7189345360
46910760.000000, 18794300.0000000000, 2496009960.466737, 0.111584, 22.3687934875
45186750.000000, 18103600.0000000000, 2496009081.066749, 0.115842, 21.5467214584
45210744.000000, 18113300.0000000000, 2495997085.014879, 0.115780, 21.5581626892
46822211.000000, 18758799.9999999963, 2496013124.506898, 0.111796, 22.3265700340
48239766.000000, 19326800.0000000037, 2496003787.486805, 0.108510, 23.0025129318
46791330.000000, 18746500.0000000000, 2496003520.657189, 0.111869, 22.3118448257
57785726.000000, 23151200.0000000000, 2496014288.676181, 0.090585, 27.5543813705
