Cycles,Time,CPU Frequency,GFLOPS, CPE
328419.000000, 131500.0000000000, 2497482889.733840, 0.996745, 2.5056381226
312755.000000, 125300.0000000000, 2496049481.245012, 1.046065, 2.3861312866
324810.000000, 130200.0000000000, 2494700460.829493, 1.006697, 2.4781036377
313300.000000, 125500.0000000000, 2496414342.629482, 1.044398, 2.3902893066
309790.000000, 124100.0000000000, 2496293311.845286, 1.056180, 2.3635101318
314813.000000, 126100.0000000000, 2496534496.431404, 1.039429, 2.4018325806
322046.000000, 129100.0000000000, 2494546862.896979, 1.015275, 2.4570159912
314202.000000, 125900.0000000000, 2495647339.158062, 1.041080, 2.3971710205
312893.000000, 125400.0000000000, 2495159489.633173, 1.045231, 2.3871841431
315370.000000, 126400.0000000000, 2495015822.784810, 1.036962, 2.4060821533
321484.000000, 128800.0000000000, 2495993788.819876, 1.017640, 2.4527282715
305630.000000, 122500.0000000000, 2494938775.510204, 1.069976, 2.3317718506
313930.000000, 125800.0000000000, 2495468998.410175, 1.041908, 2.3950958252
305449.000000, 122400.0000000000, 2495498366.013072, 1.070850, 2.3303909302
309064.000000, 123800.0000000000, 2496478190.630048, 1.058740, 2.3579711914
313391.000000, 125500.0000000000, 2497139442.231076, 1.044398, 2.3909835815
305258.000000, 122300.0000000000, 2495977105.478332, 1.071725, 2.3289337158
305435.000000, 122300.0000000000, 2497424366.312347, 1.071725, 2.3302841187
312851.000000, 125400.0000000000, 2494824561.403509, 1.045231, 2.3868637085
322217.000000, 129100.0000000000, 2495871417.505810, 1.015275, 2.4583206177
