Cycles,Time,CPU Frequency,GFLOPS, CPE
8226101.000000, 3295700.0000000000, 2496010255.787845, 0.636330, 3.9225106239
7632150.000000, 3057800.0000000000, 2495961148.538165, 0.685837, 3.6392927170
7689650.000000, 3080799.9999999995, 2495991300.960790, 0.680717, 3.6667108536
7866857.000000, 3151800.0000000005, 2495988641.411257, 0.665382, 3.7512097359
7949216.000000, 3184800.0000000000, 2495985933.182618, 0.658488, 3.7904815674
9961216.000000, 3990900.0000000009, 2495982359.868701, 0.525483, 4.7498779297
8175570.000000, 3275399.9999999995, 2496052390.547719, 0.640274, 3.8984155655
8500048.000000, 3405400.0000000005, 2496049803.253656, 0.615831, 4.0531387329
7998187.000000, 3204399.9999999995, 2496001435.526152, 0.654460, 3.8138327599
8516101.000000, 3411899.9999999995, 2495999589.671444, 0.614658, 4.0607933998
8124874.000000, 3255100.0000000005, 2496044361.156339, 0.644267, 3.8742418289
7916234.000000, 3171600.0000000005, 2495974902.257535, 0.661228, 3.7747545242
9713224.000000, 3891500.0000000005, 2496010278.812797, 0.538906, 4.6316261292
8393594.000000, 3362799.9999999995, 2496013441.179969, 0.623633, 4.0023775101
7718752.000000, 3092400.0000000000, 2496039322.209287, 0.678163, 3.6805877686
7955448.000000, 3187200.0000000005, 2496061746.987952, 0.657992, 3.7934532166
7936951.000000, 3179900.0000000000, 2495975030.661342, 0.659503, 3.7846331596
8103564.000000, 3246600.0000000000, 2496015523.932730, 0.645953, 3.8640804291
8247545.000000, 3304300.0000000000, 2496003692.158702, 0.634674, 3.9327359200
8466262.000000, 3391900.0000000000, 2496023467.672986, 0.618282, 4.0370283127
