Cycles,Time,CPU Frequency,GFLOPS, CPE
139700215.000000, 55969400.0000000000, 2496010587.928404, 0.599514, 4.1633908451
140357961.000000, 56232900.0000000000, 2496011427.473952, 0.596705, 4.1829932034
144078559.000000, 57723600.0000000000, 2496007854.672959, 0.581295, 4.2938756645
142337156.000000, 57025799.9999999925, 2496013313.272238, 0.588408, 4.2419778109
138554449.000000, 55510400.0000000000, 2496008837.983513, 0.604471, 4.1292443573
140988796.000000, 56485700.0000000000, 2496008653.517616, 0.594034, 4.2017935514
139331401.000000, 55821700.0000000000, 2496007842.828147, 0.601100, 4.1523993313
141222583.000000, 56579299.9999999925, 2496011491.835353, 0.593051, 4.2087609470
139914674.000000, 56055300.0000000075, 2496011510.062385, 0.598595, 4.1697822213
142866129.000000, 57237800.0000000000, 2496010136.657943, 0.586229, 4.2577424347
140435473.000000, 56263900.0000000000, 2496013838.358166, 0.596376, 4.1853032410
138486309.000000, 55483099.9999999925, 2496008856.750975, 0.604769, 4.1272136271
142728025.000000, 57182400.0000000075, 2496013196.368113, 0.586796, 4.2536266148
140113207.000000, 56134900.0000000000, 2496008846.546444, 0.597746, 4.1756989658
141452877.000000, 56671600.0000000075, 2496009941.487447, 0.592085, 4.2156242430
138325717.000000, 55418800.0000000000, 2496007077.020794, 0.605470, 4.1224276125
140582646.000000, 56323000.0000000000, 2496007776.574401, 0.595750, 4.1896893382
143445290.000000, 57469800.0000000075, 2496011644.376698, 0.583862, 4.2750027776
141523443.000000, 56699900.0000000000, 2496008687.846010, 0.591790, 4.2177272737
144346589.000000, 57831000.0000000000, 2496007141.498504, 0.580215, 4.3018635809
