Cycle Count,Elpased Time(s),GFLOPS
171214125,0.0685951,3.13067e+10
182376072,0.0730669,2.93906e+10
171905321,0.068872,3.11808e+10
159380839,0.0638542,3.3631e+10
198521168,0.0795353,2.70004e+10
169846090,0.068047,3.15588e+10
181438747,0.0726915,2.95424e+10
148218736,0.0593822,3.61638e+10
148811006,0.0596195,3.60198e+10
193027879,0.0773345,2.77688e+10
