Cycle Count,Elpased Time(s),GFLOPS
703062864,0.281674,7.62399e+09
775016026,0.310502,6.91617e+09
802945862,0.321692,6.6756e+09
757957470,0.303667,7.07183e+09
767022962,0.307299,6.98825e+09
725496620,0.290662,7.38825e+09
808040808,0.323733,6.63351e+09
730603961,0.292708,7.3366e+09
733118235,0.293716,7.31143e+09
767510909,0.307495,6.9838e+09
