Cycle Count,Elpased Time(s),GFLOPS
4039565739,1.61841,1.32691e+09
4669037016,1.8706,1.14802e+09
4121389353,1.65119,1.30057e+09
4975586590,1.99341,1.07729e+09
4873708649,1.9526,1.09981e+09
4605893897,1.8453,1.16376e+09
4464876215,1.7888,1.20051e+09
4693884108,1.88055,1.14194e+09
4810589721,1.92731,1.11424e+09
4512664413,1.80795,1.1878e+09
