Cycle Count,Elpased Time(s),GFLOPS
7181732,0.0028773,7.46354e+11
6642052,0.0026611,8.06991e+11
10756704,0.0043096,4.98302e+11
7861022,0.0031494,6.81871e+11
10540830,0.0042231,5.08509e+11
6977006,0.0027953,7.68248e+11
8552415,0.0034264,6.26746e+11
7144939,0.0028626,7.50186e+11
8210777,0.0032895,6.5283e+11
6774720,0.0027142,7.91203e+11
