Cycle Count,Elpased Time(s),GFLOPS
3972639,0.0015916,1.34926e+12
5326957,0.0021342,1.00622e+12
3796588,0.0015211,1.4118e+12
3763808,0.0015079,1.42416e+12
3734857,0.0014963,1.4352e+12
3715941,0.0014888,1.44243e+12
3613250,0.0014476,1.48348e+12
4885009,0.0019571,1.09728e+12
3915352,0.0015686,1.36904e+12
3618160,0.0014496,1.48143e+12
