Cycle Count,Elpased Time(s),GFLOPS
9139466,0.0036617,5.86472e+11
9545536,0.0038243,5.61536e+11
9008267,0.003609,5.95036e+11
8654896,0.0034675,6.19318e+11
8689174,0.0034812,6.1688e+11
12560516,0.0050322,4.26748e+11
11248716,0.0045067,4.76509e+11
11797490,0.0047266,4.5434e+11
9744068,0.0039038,5.50101e+11
9344723,0.0037439,5.73595e+11
