Cycle Count,Elpased Time(s),GFLOPS
69705939,0.027927,7.68963e+10
37564082,0.0150497,1.42693e+11
47861487,0.0191752,1.11993e+11
51243653,0.0205302,1.04601e+11
62597702,0.0250791,8.56284e+10
54487472,0.0218298,9.83739e+10
56190557,0.0225121,9.53924e+10
55946604,0.0224144,9.58082e+10
49271219,0.01974,1.08788e+11
40585263,0.01626,1.32072e+11
