Cycle Count,Elpased Time(s),GFLOPS
3569562416,1.43011,1.50163e+09
3516245311,1.40875,1.52439e+09
3518576379,1.40968,1.52338e+09
3544235841,1.41996,1.51236e+09
3543548488,1.41968,1.51265e+09
3546053799,1.42069,1.51158e+09
3814915683,1.5284,1.40505e+09
4059573946,1.62642,1.32037e+09
4040259008,1.61869,1.32668e+09
4092396110,1.63957,1.30978e+09
