Cycles Taken,Successful Reads,Number of Operations, Cycles Per Operation
142075988,nan,200000,710.38
160585209,nan,200000,802.926
164758738,nan,200000,823.794
143750845,nan,200000,718.754
131027294,nan,200000,655.136
