Cycles Taken,Successful Reads,Number of Operations, Cycles Per Operation
66478441,0.99999,100000,664.784
50358389,1,100000,503.584
45344384,1,100000,453.444
54029286,1,100000,540.293
50755437,1,100000,507.554
