Cycles Taken,Successful Reads,Number of Operations, Cycles Per Operation
2270610429,0.999966,666666,3405.92
2325658646,0.999953,666666,3488.49
2323032097,0.999957,666666,3484.55
2302485429,0.999953,666666,3453.73
2273172537,0.999951,666666,3409.76
