Cycles Taken,Successful Reads,Number of Operations, Cycles Per Operation
5889683488,nan,2000000,2944.84
5814953300,nan,2000000,2907.48
5869461603,nan,2000000,2934.73
5817673957,nan,2000000,2908.84
5773682680,nan,2000000,2886.84
