Cycles Taken,Successful Reads,Number of Operations, Cycles Per Operation
127920589,1,66666,1918.83
127208626,1,66666,1908.15
126359164,1,66666,1895.41
123458882,1,66666,1851.9
129618021,0.999979,66666,1944.29
