Cycles Taken,Successful Reads,Number of Operations, Cycles Per Operation
1598858664,0.99997,666666,2398.29
1610411943,0.999949,666666,2415.62
1628012747,0.999944,666666,2442.02
1630352666,0.999946,666666,2445.53
1623513425,0.999949,666666,2435.27
