Cycles Taken,Successful Reads,Number of Operations, Cycles Per Operation
115331419,0.999979,66666,1729.99
115062099,1,66666,1725.95
111949824,1,66666,1679.26
116816499,0.999979,66666,1752.27
122259425,0.999979,66666,1833.91
