Cycles Taken,Successful Reads,Number of Operations, Cycles Per Operation
475154441,0.999972,666666,712.732
528041883,0.999964,666666,792.064
534610193,0.999966,666666,801.916
551603755,0.999964,666666,827.406
517979161,0.999964,666666,776.97
