Cycles Taken,Successful Reads,Number of Operations, Cycles Per Operation
8582455252,nan,2000000,4291.23
8342059501,nan,2000000,4171.03
8434048150,nan,2000000,4217.02
9415606173,nan,2000000,4707.8
8727404115,nan,2000000,4363.7
