Cycles Taken,Successful Reads,Number of Operations, Cycles Per Operation
55262686,nan,20000,2763.13
57256552,nan,20000,2862.83
55015267,nan,20000,2750.76
56371820,nan,20000,2818.59
56590742,nan,20000,2829.54
