Cycles Taken,Successful Reads,Number of Operations, Cycles Per Operation
144615560,nan,200000,723.078
144773817,nan,200000,723.869
150702000,nan,200000,753.51
143960089,nan,200000,719.8
154843128,nan,200000,774.216
