Cycles Taken,Successful Reads,Number of Operations, Cycles Per Operation
1221505611,0.99997,1000000,1221.51
1219160546,0.999983,1000000,1219.16
1217058011,0.999983,1000000,1217.06
1220087000,0.999985,1000000,1220.09
1199943794,0.999973,1000000,1199.94
