Cycles Taken,Successful Reads,Number of Operations, Cycles Per Operation
223744784,0.999953,666666,335.618
223299844,0.999961,666666,334.95
229656641,0.999946,666666,344.485
223818639,0.999966,666666,335.728
233544968,0.999957,666666,350.318
