Cycles Taken,Successful Reads,Number of Operations, Cycles Per Operation
5724635834,0.999547,6666666,858.695
5910832137,0.999551,6666666,886.625
6221770289,0.999534,6666666,933.266
6126778272,0.999549,6666666,919.017
5965689529,0.999536,6666666,894.854
