Cycles Taken,Successful Reads,Number of Operations, Cycles Per Operation
309372457,0.99999,100000,3093.72
311668185,1,100000,3116.68
312238431,1,100000,3122.38
311515507,1,100000,3115.16
307568022,1,100000,3075.68
