Cycles Taken,Successful Reads,Number of Operations, Cycles Per Operation
18981277,1,66666,284.722
19922978,1,66666,298.848
19142047,1,66666,287.134
18785707,1,66666,281.788
19089333,0.999979,66666,286.343
