Cycles Taken,Successful Reads,Number of Operations, Cycles Per Operation
6321719304,0.999543,6666666,948.258
7045878470,0.999542,6666666,1056.88
7034264089,0.99954,6666666,1055.14
6907360838,0.999534,6666666,1036.1
7005266325,0.999533,6666666,1050.79
