Cycles Taken,Successful Reads,Number of Operations, Cycles Per Operation
2054602896,nan,2000000,1027.3
2109322381,nan,2000000,1054.66
2105732616,nan,2000000,1052.87
2025555095,nan,2000000,1012.78
2023135334,nan,2000000,1011.57
