Cycles Taken,Successful Reads,Number of Operations, Cycles Per Operation
16068732811,0.999531,6666666,2410.31
16794969044,0.999535,6666666,2519.25
16370479664,0.999514,6666666,2455.57
16300238226,0.999515,6666666,2445.04
16288472919,0.999514,6666666,2443.27
