Cycles Taken,Successful Reads,Number of Operations, Cycles Per Operation
209413534,1,100000,2094.14
215975103,1,100000,2159.75
207414145,1,100000,2074.14
201978645,1,100000,2019.79
220186433,1,100000,2201.86
