Cycles Taken,Successful Reads,Number of Operations, Cycles Per Operation
17260942484,0.999763,10000000,1726.09
16890162320,0.99977,10000000,1689.02
13917075699,0.99977,10000000,1391.71
12835719529,0.999762,10000000,1283.57
12918227551,0.999765,10000000,1291.82
