Cycles Taken,Successful Reads,Number of Operations, Cycles Per Operation
1309231968,0.99997,666666,1963.85
1284515025,0.999964,666666,1926.77
1281205262,0.999964,666666,1921.81
1272884711,0.999946,666666,1909.33
1258482446,0.999955,666666,1887.73
