Cycles Taken,Successful Reads,Number of Operations, Cycles Per Operation
1024688869,0.999977,1000000,1024.69
1004029369,0.999984,1000000,1004.03
1014836288,0.999979,1000000,1014.84
1031776694,0.999979,1000000,1031.78
1029567488,0.99997,1000000,1029.57
