Cycles Taken,Successful Reads,Number of Operations, Cycles Per Operation
6312141074,nan,2000000,3156.07
6331374085,nan,2000000,3165.69
6327214803,nan,2000000,3163.61
6295950491,nan,2000000,3147.98
6292957846,nan,2000000,3146.48
