Cycles Taken,Successful Reads,Number of Operations, Cycles Per Operation
1665925880,0.999975,1000000,1665.93
1687988480,0.999975,1000000,1687.99
1630507165,0.99998,1000000,1630.51
1565107837,0.999972,1000000,1565.11
1564834813,0.999979,1000000,1564.83
