Cycles Taken,Successful Reads,Number of Operations, Cycles Per Operation
31957993116,0.999773,10000000,3195.8
32004946831,0.999772,10000000,3200.49
31134292394,0.999768,10000000,3113.43
32226807994,0.999764,10000000,3222.68
31481189506,0.999763,10000000,3148.12
