Cycles Taken,Successful Reads,Number of Operations, Cycles Per Operation
156194038,0.99998,100000,1561.94
156123322,1,100000,1561.23
157334491,0.99999,100000,1573.34
158443488,1,100000,1584.43
165718720,1,100000,1657.19
