Cycles Taken,Successful Reads,Number of Operations, Cycles Per Operation
9165733,nan,20000,458.287
9741944,nan,20000,487.097
9465328,nan,20000,473.266
9085038,nan,20000,454.252
9256284,nan,20000,462.814
