Cycles Taken,Successful Reads,Number of Operations, Cycles Per Operation
12802758148,0.999542,6666666,1920.41
12909110231,0.999544,6666666,1936.37
12791857243,0.999539,6666666,1918.78
12858096764,0.999548,6666666,1928.71
13062337514,0.999528,6666666,1959.35
