Cycles Taken,Successful Reads,Number of Operations, Cycles Per Operation
457995586,0.99994,666666,686.994
523728062,0.999946,666666,785.593
521923648,0.999955,666666,782.886
503466819,0.999964,666666,755.201
514581452,0.999949,666666,771.873
