Cycles Taken,Successful Reads,Number of Operations, Cycles Per Operation
2216562610,nan,2000000,1108.28
2089103794,nan,2000000,1044.55
2046888200,nan,2000000,1023.44
2080328776,nan,2000000,1040.16
2141084417,nan,2000000,1070.54
