Cycles Taken,Successful Reads,Number of Operations, Cycles Per Operation
10864812416,0.999777,10000000,1086.48
10696352509,0.99977,10000000,1069.64
10681131785,0.999757,10000000,1068.11
10665481144,0.999774,10000000,1066.55
11622043043,0.999765,10000000,1162.2
