Cycles Taken,Successful Reads,Number of Operations, Cycles Per Operation
21715853,1,100000,217.159
20939424,0.99999,100000,209.394
20992792,1,100000,209.928
22003583,1,100000,220.036
21968133,1,100000,219.681
