Cycles Taken,Successful Reads,Number of Operations, Cycles Per Operation
15223812,nan,20000,761.191
14450770,nan,20000,722.538
14725248,nan,20000,736.262
13251111,nan,20000,662.556
14270657,nan,20000,713.533
