Cycles Taken,Successful Reads,Number of Operations, Cycles Per Operation
259850769,0.999979,1000000,259.851
243739567,0.999982,1000000,243.74
242009817,0.999979,1000000,242.01
239247456,0.999971,1000000,239.247
237522862,0.999975,1000000,237.523
