Cycles Taken,Successful Reads,Number of Operations, Cycles Per Operation
1324635614,0.999949,666666,1986.96
1345771024,0.999955,666666,2018.66
1301805136,0.999959,666666,1952.71
1304707922,0.999949,666666,1957.06
1294187127,0.999942,666666,1941.28
